throughput,latency,threads,p99 latency,std dev,errors
1032.2,100.54294067577254,200,351.0687277600001,58.62058561558093,-1
707.7,104.7876288105747,200,355.9481665800001,58.87836815204716,-1
764.5,99.93918370992213,200,326.93318148000014,54.04613533207232,-1
318.8,99.48397888534693,200,319.63295863999986,52.88190473248994,-1
0.0,99.48397888534693,200,319.63295863999986,52.88190473248994,-1
0.0,99.47804459220033,200,319.6402716799987,52.87343966369439,-1
872.6,95.22592700394202,200,245.82260800000003,47.41986783699237,-1
695.6,95.00929824650198,200,250.57038903999998,45.62216602678124,-1
789.4,108.28643970647138,200,444.80127254999996,125.17966826138598,-1
465.6,109.11569066268773,200,443.7446303199998,123.62357847509695,-1
0.0,109.11569066268773,200,443.7446303199998,123.62357847509695,-1
0.0,109.11569066268773,200,443.7446303199998,123.62357847509695,-1
619.2,114.04764653285352,200,445.63921802999994,128.90576522489815,-1
811.3,112.60389042241668,200,446.39077907999973,129.3501656011078,-1
775.0,102.06465679893624,200,336.33760122,58.17965218736132,-1
617.7,101.81514352479456,200,316.1773353999998,59.18673527990808,-1
0.0,101.81514352479456,200,316.1773353999998,59.18673527990808,-1
0.0,101.81514352479456,200,316.1773353999998,59.18673527990808,-1
446.6,103.25317026158716,200,415.218386,68.88097897730738,-1
923.8,99.72954926738083,200,309.88750268,61.09086032782378,-1
826.0,104.19177192301133,200,388.93520387999956,68.46480145848231,-1
626.8,100.2052959426183,200,388.7672070899998,63.93651783913235,-1
0.0,100.2052959426183,200,388.7672070899998,63.93651783913235,-1
0.0,100.2052959426183,200,388.7672070899998,63.93651783913235,-1
249.6,98.14375410715101,200,339.90125334999993,55.599585106169734,-1
1013.1,98.03624376173816,200,376.50290659999985,64.08442764800496,-1
783.0,95.34363291448646,200,331.92785613000046,57.023992202497105,-1
777.5,96.03751785757296,200,326.0298356099998,59.74916510894512,-1
0.0,96.03751785757296,200,326.0298356099998,59.74916510894512,-1
0.0,96.03751785757296,200,326.0298356099998,59.74916510894512,-1
92.9,96.99702020881305,200,320.76747866,60.078971128172405,-1
1060.2,95.26797527948112,200,269.40765323,50.73428807219329,-1
698.9,97.37368087963492,200,272.92407752,52.65549801520754,-1
851.0,97.69513055516093,200,281.2425771899994,56.35303894997015,-1
120.2,98.51034964997166,200,280.57036091999964,56.1544770897271,-1
0.0,98.51034964997166,200,280.57036091999964,56.1544770897271,-1
32.2,97.88625624854298,200,284.19893283999835,55.68620136568539,-1
991.7,99.82705205727542,200,288.57233685,56.98125319781517,-1
740.8,102.80459265513088,200,471.5036274800002,74.93672386661115,-1
814.3,99.16313930983254,200,322.5628345,69.33134856241537,-1
244.2,99.94953952653017,200,327.92404046999997,70.92685583575661,-1
0.0,99.94953952653017,200,327.92404046999997,70.92685583575661,-1
0.0,100.23875317939806,200,328.00407127999995,71.25862468254746,-1
866.0,98.8788240033766,200,329.67358414999984,72.10642455057942,-1
762.0,93.85171211727244,200,326.7454568,62.528625851997624,-1
870.6,100.56949515243547,200,326.54456389999996,65.18809885660471,-1
324.6,99.5232564170445,200,316.6674765899999,62.24177602682931,-1
0.0,99.5232564170445,200,316.6674765899999,62.24177602682931,-1
0.0,99.5232564170445,200,316.6674765899999,62.24177602682931,-1
642.2,103.12961216776922,200,310.26504782000006,63.73690140456724,-1
856.2,100.06226474391148,200,298.8422276,52.42155474279731,-1
845.9,98.14696202453366,200,298.84391306,51.05699656452408,-1
478.9,96.26067601863133,200,285.6036205499999,49.68324385569869,-1
0.0,96.26067601863133,200,285.6036205499999,49.68324385569869,-1
0.0,96.26067601863133,200,285.6036205499999,49.68324385569869,-1
498.8,96.7869660179118,200,305.6693302499999,51.81337436957904,-1
892.2,98.74389038068787,200,338.4139948,63.06922431312103,-1
792.6,99.16214878324882,200,338.7924154399999,62.60515052572843,-1
639.6,101.31779003705016,200,343.6164103099992,64.67147005243002,-1
0.0,101.31779003705016,200,343.6164103099992,64.67147005243002,-1
0.0,101.31779003705016,200,343.6164103099992,64.67147005243002,-1
413.7,98.93460125971369,200,344.30677896000003,70.13515423309342,-1
869.3,97.605732757501,200,245.69523856,59.15440845740231,-1
778.6,101.0067870602695,200,292.74938935999984,63.23626491481725,-1
761.6,95.93891747180504,200,268.5054966799997,58.886465816363334,-1
0.0,95.93891747180504,200,268.5054966799997,58.886465816363334,-1
