throughput,latency,threads,p99 latency,std dev,errors
439.7,362.2642719645293,50,735.82899487,121.95568668847444,-1
462.7,390.163994168975,50,734.1694599399999,112.03129823288887,-1
481.3,393.9180624986269,50,721.5814346,101.14925147317233,-1
490.0,396.2155805757818,50,713.80786082,93.87128155647348,-1
467.8,400.4497926712931,50,708.2888607499999,91.31294566896253,-1
478.7,400.1219284501808,50,701.373612359999,88.46596910716505,-1
307.7,403.26880043757905,50,618.4735208499982,84.37356686580743,-1
478.0,403.74001094429445,50,616.3265081199997,83.89963870161175,-1
452.0,409.9328051248224,50,623.97735538,86.62505099742671,-1
461.6,412.91978087810867,50,623.87701282,86.58302481815511,-1
497.2,408.258913586872,50,609.84177814,84.89161156123546,-1
455.3,412.2522401164115,50,627.9816717599999,88.03414421061736,-1
389.0,417.8103253622992,50,630.5697931599999,86.20164451068125,-1
438.8,418.84182365826496,50,621.95028954,88.25758755898934,-1
454.3,418.20311268937763,50,656.93676858,91.0040255811561,-1
442.0,421.56235702192834,50,656.95712592,91.26892846201636,-1
456.1,427.8715002752419,50,657.2965269599999,93.69429003844968,-1
449.1,429.36457430300834,50,649.0195531999997,92.02199038805483,-1
420.4,435.4457527274982,50,688.8726223000001,91.51985842278879,-1
455.5,436.1661722165079,50,688.2692819899999,87.28185817099514,-1
459.5,435.11665651166777,50,627.9230341699999,82.11745383233723,-1
456.4,433.41440074759004,50,627.8919539399999,84.08374443860603,-1
456.8,433.620170785161,50,682.21869136,84.14266519281524,-1
459.9,421.5524137719589,50,681.2640441599998,88.16444583207891,-1
477.9,402.06283321295825,50,610.6711785599999,88.38297022990383,-1
422.4,389.9190113096153,50,600.4153210199997,91.56457878239829,-1
460.4,369.66777365736334,50,597.58862303,97.26206817325875,-1
444.8,350.9251486047682,50,597.2648370500001,97.12258735400692,-1
458.5,338.1689721338276,50,522.95223145,92.04183427536833,-1
480.2,337.75160007117114,50,519.5420863199997,91.34331660912137,-1
472.4,337.18505682528206,50,519.7527465599998,90.011370631071,-1
428.9,334.15068369561413,50,537.4765507500002,89.7959842875456,-1
445.7,342.94793477535245,50,534.5367268799996,88.9427152279789,-1
470.8,346.43344361891457,50,563.3406477,91.16930415520737,-1
438.8,346.7141055003288,50,585.4874524400004,92.09792866877895,-1
460.9,348.554494151315,50,586.2441942000003,95.86209756248661,-1
446.0,357.22321487436363,50,605.5555493600008,98.10819542066429,-1
458.4,366.9498180800926,50,604.26184931,95.14162412407407,-1
445.9,374.9494572953911,50,598.1355607999999,95.47247226000782,-1
457.7,381.93274144388226,50,576.9526465600001,90.53945599685014,-1
465.8,378.9238324014334,50,572.14505672,88.01700735082996,-1
437.8,372.16653612346954,50,570.41331063,89.24014784119124,-1
475.4,363.4865561204991,50,567.6993709999999,90.68415663115249,-1
463.2,356.59924671436374,50,567.6171150399999,91.06439408980314,-1
431.1,345.4047538726474,50,538.0244254099999,88.96675224385294,-1
436.5,343.4096495397446,50,582.55718258,94.671100271238,-1
473.1,354.4380846143682,50,583.39278678,96.77910330327,-1
464.3,361.65463156188946,50,594.6621982100002,95.9483715942835,-1
490.1,360.1020023861576,50,590.6183437099999,96.85017014546023,-1
410.0,364.71198329297783,50,615.0510337600001,103.91303886807219,-1
472.4,361.3548124309886,50,611.6119529599994,102.8790253872221,-1
442.0,354.965248168102,50,584.5546617999998,97.29795537851939,-1
429.0,349.34251188714086,50,605.671357229999,101.50405344388213,-1
505.7,350.6632891130874,50,612.5737676999998,99.44918282575765,-1
421.4,358.21993614661443,50,613.42981484,100.75335999648713,-1
451.6,357.03062922838984,50,580.5996369599993,91.05354565240617,-1
484.1,360.52265386630626,50,599.3945278999998,92.39753899303152,-1
449.0,362.2001799180896,50,599.3347047,94.66204695106286,-1
414.3,350.3344832547308,50,596.06227725,92.4298115454585,-1
478.7,343.24238316772255,50,558.0685292799999,93.60610593134496,-1
456.6,337.2911374850978,50,536.5093711200001,88.49047360047581,-1
469.7,335.9380856925955,50,554.1343335,89.01917230017956,-1
460.3,331.7875233865719,50,531.90680525,88.08242743426649,-1
451.7,331.5499899459618,50,532.8422059,86.02535353149959,-1
407.9,337.1277601901082,50,532.3605837499999,84.94801764375488,-1
478.5,332.0383249233677,50,531.63051108,83.14088374385803,-1
